,Unnamed: 0.1,Unnamed: 0,User,Date Created,Number of Likes,Number of Retweets,Number of Replies,Number of Quotes,Number of Views,Tweet,class
2148,2148,66,AliAbunimah,2022-08-07 12:10:24+00:00,96,33,1,0,,Palestinians who give their lives for the resistance know that they may be killed and that after them others will come. They share in a generational struggle for which no ultimate outcome is possible except liberation.,2
2150,2150,68,zaighamkhan,2022-08-07 17:01:48+00:00,93,26,13,1,,"Fascination of Pakistani intellectuals for the brutal communist regime in Afghanistan is simply amazing. They killed each other in thousands and butchered innocent citizens in hundreds of thousands. Without them, Afghanistan would not be what it is today.",2
2152,2152,70,muhammadshehad2,2022-08-07 09:28:24+00:00,111,40,1,1,,"(2/4) When Israel killed the 3 daughters of Dr. Izzeldin Abuelaish with direct tank fire, the IDF, Defense Ministry &amp; Supreme Court all argued that it was an ""act of war"" &amp; blame should instead be put on those responsible for igniting the war.

Israel started this escalation!",0
2154,2154,72,renoomokri,2022-08-07 12:01:34+00:00,133,12,18,1,,"Dear @frank_ojay,

Think positively. And besides, you are statistically more likely to be killed by a car crash than by an air crash. Death will come when it will come. Stop looking for it, or bring scared of it. It makes you die many times before your actual death!

#TableShaker https://t.co/l93TQ3naum",2
2169,2169,87,AydinPaladin,2022-08-07 20:31:59+00:00,197,4,10,0,,"@HonestAbeSpeak A quick look at your profile shows you still call Kyle Rittenhouse a murderer, as of just a few days ago, even though he was found by a jury of his peers to have killed in self defense. You sure you want everyone to be sued for being factually wrong about a tragic event?",2
2170,2170,88,NewsPolitics,2022-08-07 16:19:54+00:00,77,5,4,1,,"@apoorva_nyc @kakape We had to sit in our homes for a year because of COVID,  but god forbid we tell gay men to not be pigs for a bit to stop this. This is why HIV/AIDS spread and killed so many in my generation. People were worried more about ""feelings"" than lives.",2
2180,2180,0,robhimsis,2022-08-01 02:52:59+00:00,1463,604,5,27,,Please raise your sons to be good men we got enough bitch made ass niggas. Matter fact we’re at capacity.,1
2181,2181,1,Dreeaa20,2022-08-02 14:16:03+00:00,97,8,24,2,,"TO THE NIGGA WHO RECORDED THE VIDEO OF BLUEFACE HITTING CHRISEAN , you a bitch made ass nigga , he was literally punching her and y'all ain't do shit , but sit there and let that man drag her",1
2281,2281,0,contradiction70,2022-08-06 16:36:53+00:00,578,11,65,0,,We’re getting the fuck outta here. Who’s coming? https://t.co/twByWSwRhz,1
2284,2284,3,vodkabooty,2022-08-05 23:52:15+00:00,95,1,9,0,,lol so jon stewart roasts and recognizes what a foul pos tucker carlson is but can’t connect the dots between that white supremacy &amp; jake pasobic… fuck outta here. libs are so dumb.,0
2285,2285,4,Proseccoriqo,2022-08-05 19:39:11+00:00,166,39,5,6,,Hoes get a tan &amp; a contour &amp; start talking like they black. Fuck outta here.,1
2287,2287,6,Aeyga_X,2022-08-06 23:38:42+00:00,471,21,23,1,,i hated bakugo so much. im so glad he finally went to college in another country. fuck outta here bozo you wont be missed 😂😂,0
2293,2293,12,butchbonnet,2022-08-06 01:21:45+00:00,61,7,2,0,,no because i am going to wear my binder and my masucline clothing and i'm also going to paint my nails and put on my earrings and rings. the way i dress and choose to express my identity has nothing to do with your gender norms. fuck outta here with that shit,1
2299,2299,18,Posy_92,2022-08-07 07:16:31+00:00,94,8,3,1,,"I’m sorry but this Nigga really almost scrubbed his way too a Evo Grand Finals. Wow, I can’t believe those first two games. I’m so happy that Nitro is just simply the difference!😈 Get that random/scrubby shit the fuck outta here son👿",1
2308,2308,27,Only_Xui,2022-08-06 02:31:05+00:00,97,0,1,0,,"@Jmel265 @ther6ealisback @Hawks_End Fuck outta here with that shit, it's a battle Shonen through and through",1
2315,2315,34,rtfsonicbot,2022-08-07 05:07:09+00:00,74,14,0,1,,"Well honey, your mascara's on fleek, we gotta get the fuck outta here though because uh, the building's gonna explode.",1
2323,2323,42,_TheItGirl_,2022-08-07 10:38:35+00:00,53,0,1,0,,@DaleFromDaFlock @YFdaFLEXABeats @amirahsanaa @MRBLEUFACE Fuck outta here😂😂😂 that sounds good but them niggas ain’t sparing no bitch lmaooo especially not a white one,1
2336,2336,55,JaxBladeFitness,2022-08-04 23:39:00+00:00,57,6,3,0,,"This is Facctts lmaooo
The funniest is when they're all like

""Oh I'm terrible at this type of drawing tho, 
Like look at this it looks like Complete shit""

then the Picture rivals the Mona Lisa or sumthn

like Fuck outta here with ya insanely talented Ass 🤣🤣",1
2360,2360,0,kenkoi_lfc,2022-08-07 19:13:37+00:00,1364,577,27,11,,"Ghislaine Maxwell was jailed for 20 years for involvement in sex trafficking for Epstein. The MSM ran the story for months. Thousands of young girls have been trafficked and raped in the UK, most 13 and younger. The mainstream media continues to ignore this and we know why.",2
2361,2361,1,yogitabhayana,2022-08-07 19:33:17+00:00,537,164,19,5,,UP Mathura: Woman raped by four men while filling form for the post of Anganwadi worker at public service centre..,2
2363,2363,3,PorgieFirefight,2022-08-07 19:52:01+00:00,119,17,5,0,,"#KeepPrisonsSingleSex This wokeness is getting people raped, abused, injured, and killed.",2
2365,2365,5,failingfall1ng,2022-08-07 20:55:11+00:00,195,40,5,0,,i refuse to let y’all blame the media for how y’all treated amber heard like the media didn’t make you make memes about her getting beaten up and raped … the media didn’t make u call random women the “next amber heard” for talking about being abused … cry me a river,2
2366,2366,6,sojouig,2022-08-07 20:34:06+00:00,56,0,4,0,,@marieannfred1 @Scambl @strangepacks_ he shot up a school and raped his gf mom creating the antichrist https://t.co/Zs6RnhiIOG,2
2367,2367,7,DeanObeidallah,2022-08-07 19:25:29+00:00,228,77,14,2,,"The Democrats in Senate just passed a sweeping bill to address inflation!  In contrast, the GOP's plan to address inflation is pass more laws that force a 10 year old girl who is raped to carry the fetus of the rapist to term.",2
2368,2368,8,naija_witch,2022-08-07 20:17:28+00:00,251,39,1,0,,"Women here get raped just because they were not 'nice enough' while being wooed. How TF is that not sex based oppression?! 
You won't speak for us, and when we speak for ourselves, you speak over us and accuse us of bigotry.",2
2369,2369,9,kEIrA1504,2022-08-07 22:06:45+00:00,114,4,2,0,,@emmetran7 “learn how to tell the difference” and he fucking raped her with a bottle yet here’s you claiming it was mutual abuse,1
2371,2371,11,Teri_Kanefield,2022-08-07 23:40:28+00:00,1843,243,23,1,,". . . and if a woman got raped, it was seen as her fault. Even after the Civil War, the rape of a Black woman wasn't seen as a crime.

Men could grab what they wanted and women had no choice but to get married.

12/",2
2372,2372,12,poetickate,2022-08-07 19:56:01+00:00,248,14,6,2,,"i have known 3 people personally (as in, spent substantial time with them face to face &amp; they know me by name) who raped or molested their own family members, &amp; were never criminally convicted for it

2 of them are members of the church in good standing &amp; 1 was excommunicated",2
2379,2379,19,Yonigussie,2022-08-07 22:39:30+00:00,82,122,0,7,,"#Amhara Militias Killed My Husband and Raped Me

@Amnesty: ""Survivors still suffer significant physical and mental health complications. Many (in #Tigray) complain of physical trauma such as continued bleeding, back pain &amp; fistula. Some tested positive for HIV after being raped."" https://t.co/bl95nBXep4",2
2384,2384,24,AlCappuccinoIT,2022-08-07 22:10:32+00:00,149,24,2,1,,"@MarshaBlackburn Dems have tried to keep COVID from becoming permanent, over GOP objections

Dems didn’t create worldwide inflation, but the GOP has tried to block all Dem efforts to ease it

Dems don’t want “control”; you’re thinking of the GOP, who want raped children to carry babies to term",2
2386,2386,26,MeToo2025,2022-08-07 19:39:10+00:00,79,14,2,0,,"🧵 ht @k4mil1aa 

(After I was raped, skeptics told me I couldn’t have been raped because i didn’t fight back. AH was attacked by haters bc she DID fight back. To be a rape survivor is to be in an impossible situation)",2
2388,2388,28,HawazGirmay,2022-08-07 23:21:23+00:00,74,172,0,0,,"&gt;#642DaysOfTigrayGenocide #Eritrean, #Ethiopian, &amp; #Amhara forces brutally raped &gt; 126K women &amp; girls in #Tigray. This does not include women &amp; girls in the occupied areas. #Justice4Tigray #Justice4TigraysWomenAndGirls @amnesty @hrw @IntlCrimCourt @BradSherman @UNOCHA @SecBlinken",2
2397,2397,37,QEDCats,2022-08-07 21:54:49+00:00,77,3,1,0,,"@amnesty Women and girls have the more fundamental right to not be raped and killed by the Russian army.  Not that you care, but that is one thing the Ukrainian army was trying to prevent by being in cities.  If you had your way, the Ukrainians would have left and let the rapes occur.",2
2402,2402,42,timnitGebru,2022-08-07 22:31:30+00:00,193,44,16,3,,"Meanwhile we have young people who don't know what else to do but take horrible, dangerous, routes to try and save their lives, getting raped, trafficked, tortured, and drowning in the Mediterranean.",2
2412,2412,52,wedi_hayelom11,2022-08-07 22:21:35+00:00,38,100,0,0,,"100s of women were rushing for #HIV prevention drugs after being systematically raped &amp; gang-raped by 🇪🇷n &amp; 🇪🇹n soldiers.

Dear 
@UN_HRC @IntlCrimCourt @hrw @EUCouncil @UNHumanRights where’s justice ❓
#Justice4TigrayWomen ❓🔊
#TigrayGenocide ☠️
https://t.co/tRt7UnK6PI",2
2424,2424,64,wedi_hayelom11,2022-08-07 22:12:57+00:00,37,102,1,0,,"The #rape victim Melat recalled,still in shock “They raped me beside the corpse of my brother.”

Tigray has many to tell, 
Dear 
@UN_HRC @EUCouncil  @IntlCrimCourt @hrw @BradSherman @POTUS where's justice ❓
#Justice4TigrayWomen❓🔊
#TigrayGenocide ☠️
https://t.co/tRt7UnK6PI",2
2428,2428,68,Iittlstrawberry,2022-08-07 22:58:37+00:00,98,1,4,0,,"my first thought isn’t about the hypothetical gay couple who tries to adopt, it’s about the poor little boys who were raped by their adoptive parents for child pornography",2
2430,2430,70,GebremeskelGeb,2022-08-07 21:03:59+00:00,82,156,6,0,,"Place: #WesternTigray 
Crimes: #WeaponizedRape &amp; murder
Victim 1: #Tigrayan mom who's gang-raped by 8 
                 #AmharaFano days after she'd given birth 
Victim 2: husband who's brutally murdered
Victim 3: kids who saw the gang-raped &amp; murder

@DrChTouati @SweinEthiopia",2
2452,2452,8,LucyXIV,2022-08-03 00:33:38+00:00,319,8,20,1,,when u date a guy from the suburbs he will say shit like ‘you can’t eat a pie at 10am it’s not a breakfast food’ what the fuck are you talking about,1
2456,2456,12,JackMil48575112,2022-08-01 18:29:42+00:00,169,0,0,0,,@2streetz @julinnette1 @FabiAmisial The fuck u talking bout embarrassing herself. U prolly one of the dudes that be doing this childish shit 😂,1
2457,2457,13,yeonfarie,2022-08-01 04:31:10+00:00,123,9,8,4,,seeing the translation of this made me boil like the fuck u talking about be naming everyone against THEE TXT??,1
2459,2459,15,stqrseed,2022-08-05 04:34:28+00:00,101,10,2,1,,they wont stop talking over the girls??? oh im mad… yk they have been studying english for MONTHS just to make it easier to communicate with us and YOU CANT EVEN SHOW A LITTLE RESPECT AND KEEP UR MOUTH SHUT WHILE THEY TRY TO TALK?? fuck u all honestly  #LOONAinSF,0
2462,2462,18,caandlelit,2022-08-01 14:17:39+00:00,213,5,1,0,,"hanamaki: u r the worst bf ever

matsukawa: ur right. im toxic. we're horrible for each other

hanamaki: we shld end it tbh

matsukawa: shut the fuck up

hanamaki: why? bc that make u sad?

matsukawa: (gestures at tv) no takahiro bc ben 10 is fighting vilgax. fr stop talking",0
2471,2471,27,NeedlzR6,2022-08-07 18:20:07+00:00,65,0,1,0,,@HamsterHawkR6 @Twiiztt @MeltedR6 mf what the fuck are u talking about 😭,1
2529,2529,8,sprngsquotes,2022-08-07 15:56:34+00:00,242,19,0,0,,"Nick walking into the kitchen and seeing all their limes peeled: Charlie, I love you but, what the h-e-double FUCK. 
Charlie, sipping coffee happily: I love you too :)",2
2539,2539,18,scarletivys,2022-08-07 14:48:21+00:00,50,3,4,0,,"If a pretty boy I knew most of my life sold me ketamine I’d fuck him too lmao  not only are you all boring but you’re unrealistic. just because you don’t have genuine experience with drugs or sex, doesn’t make it inherently evil. thats classist and weird.",1
2575,2575,54,CLRICWILL,2022-08-07 21:06:29+00:00,101,0,0,0,,"@Muns0nTheFreak @ivesbyers who gives a fuck if he was 12 💀
also lucas was prepared &amp; had a good idea of what he was up against. 
you know damn well if you saw something like that you would be frozen w fear too. just say u hate wills and move on",1
2578,2578,57,KIMLIPlNG,2022-08-07 20:45:54+00:00,253,0,1,0,,"nj licks the tears away, sprinkles of salt over peach. ""baby, fuck— you're perfect."" 

""i am?"" jk sobs, red-faced. 

nj nods at his cheek, blinking away salty water too— the sweat running down his forehead. ""perfect omega.""",2
2582,2582,61,twinkxian,2022-08-07 05:27:53+00:00,178,3,1,0,,"""w-wei ying?"" lwj's voice sounds broken and wy sobs harder. this is not what he wanted. 

""why can't you just fuck me?! am i too ugly for you now?!"" wy yells and buries his face into another pillow on the bed. 

""no. wei ying is never ugly. he's beautiful.""",0
2583,2583,62,GerryMcBride,2022-08-07 10:08:25+00:00,130,0,5,1,,"Big shout out to anyone spending their weekends house hunting, I wish you all the best of luck. I remember all too well how rough it was in easier times so I can only imagine what it’s like now. Fuck me I’d rather spend my weekends getting hunted for sport",1
2591,2591,70,doodles_destiny,2022-08-07 20:20:29+00:00,102,0,0,0,,@DaniDraws666 Lol that’s what he said “of course not” when Stella said “you wanna fuck this one too” https://t.co/YeefGib5dF,1
2594,2594,73,Myrmidia,2022-08-07 14:11:13+00:00,57,1,1,0,,"Literally so embarassed by how some of my peers have been acting. 

It’s not like you don’t throw out self deprecating tweets on a weekly basis because your imposter syndrome is the size of a mountain. Why the fuck do you stoop so low to attack someone going through it, too.",1
2597,2597,0,barbiefitting,2022-08-05 21:21:57+00:00,482,79,5,2,,NETFLIX I HATE YOU I HATE YOU I FUCKING HATE YOUUUUU LOOK AT WHAT YOU FUCKING TOOK FROM US https://t.co/tYG2K2hawm,0
2599,2599,2,jubricant,2022-08-06 13:57:21+00:00,259,48,2,0,,now that the narrative is shifting i just want to loudly state that if you at any point supported depp in any way i genuinely fucking hate you and you have the value of a cockroach to me,1
2602,2602,5,AmzaGD,2022-08-04 23:51:40+00:00,102,4,22,0,,FUCK YOU FUCK YOU I FUCKING HATE YOU STOP I CAN'T STOP SEEING IT IT'S FUCKING EVERYWHERE STOP,0
2605,2605,8,greatesteverMD,2022-08-05 12:04:36+00:00,61,14,3,0,,"The fact that they had the balls to call it the ""Inflation Reduction Act"" should be all the proof you need that these people FUCKING HATE YOU.

I still think the ""Affordable Care Act"" is the all time worst thing they've done, but in terms of gall, this IRA is a kick to the junk.",0
2606,2606,9,superachelyricb,2022-08-07 12:13:38+00:00,53,10,0,0,,"that's my fucking hate you, but you know that that's a damn lie",1
2657,2657,60,kezin14334,2022-08-07 15:28:00+00:00,270,12,0,1,,"Extra :

Kdj : i fucking hate you. I have to wesr turtle necks now.

Yjh : you love me.

Next day*

Kdj: *looks at the title saying famous actor and idol kdj seen with love marks!

Kdj : ...

Also kdj : *makes yjh move out of their house for 2 weeks",1
2680,2680,0,Bad_Babette,2022-08-06 21:51:59+00:00,565,20,16,0,,"To-Day I am scare mine fambly because they Could not find me. Anywhere. Turn out I was just Asleep in Laundry Hampre, full of white clothes.",2
2681,2681,1,ElliottBlackwe3,2022-08-06 19:17:16+00:00,420,43,3,3,,"EB White struggled with anxiety all of his life. He often preferred animals to people. When his beloved dog, Daisy, died, he wrote an obituary in The New Yorker for her. ""Her life was full of incident but not of accomplishment … She died sniffing life, and enjoying it.” https://t.co/9BLtoYiofn",2
2682,2682,2,hemingquay,2022-08-06 12:19:11+00:00,338,43,9,2,,"If white people invented the gender binary and there are no white people in the Bible, then why isn't the Old Testament full of non-binary, 2S, and trans characters? https://t.co/jm5AF3zdZV",2
2683,2683,3,katespatch,2022-08-07 08:13:29+00:00,167,9,7,2,,Happy Sunday everyone! Enjoy these Blue &amp; White bouquets full of Salvia Cornflower’s Feverfew Nigella #britishflowers #summer #localglos https://t.co/DFGwXzU83q,2
2685,2685,5,kyoshiechoi,2022-08-06 21:53:05+00:00,65,23,2,1,,"In this world full of colors, black and white is my favorite
#TMSD #TreasureMakerSelcaDay #JIHOON #지훈 #TREASURE https://t.co/by7r347Ijq",2
2686,2686,6,MOTHER_DANZIG,2022-08-07 15:37:24+00:00,883,26,9,1,,"@hendrixnroses It's exhausting because what are these people expecting from a genre mostly full of white,cishet,men who started bands 30-40 years ago.

It's not an excuse but like,they're obviously not all gonna be good or perfect people,and 30 years is a lot of time for a person to change",2
2687,2687,7,Lady_Le_Fay,2022-08-03 11:08:53+00:00,221,73,7,0,,"Imagine spending years calling a fandom full of diverse people incels, terror*sts, white supremacists, nazi supporters... only to have the nerve to ask that very same fandom for their help in getting another movie released 🤡 you can't make this shit up.",0
2688,2688,8,totravelwest,2022-08-05 22:52:19+00:00,110,14,1,0,,i keep trying to work and just ending up with these canvases full of these guys..white mages of different levels of self awareness https://t.co/dBc5CQcZ7c,2
2689,2689,9,ElieNYC,2022-08-04 09:12:00+00:00,2519,142,48,4,,"It’s weird to be at this @NABJ conference, full of beautiful black and brown people being positive and affirming to each other. And then getting occasional updates about how white wing media continues to be BIG MAD at me behind a lie some nincompoop told about me.",2
2694,2694,14,meghan_e_white,2022-08-05 22:19:04+00:00,242,51,13,2,,"And one cried to another and said: 

“Holy, holy, holy is the LORD of hosts; The whole earth is full of His glory!”

Isaiah 6:3",2
2698,2698,18,lisaxsolo,2022-08-04 18:28:22+00:00,124,3,1,0,,"Fansé: + full of white wannabes, fake musicians, unknown subfandom",2
2700,2700,20,MarkoSilberhand,2022-08-07 08:42:10+00:00,103,46,18,4,,"Hello America,

Trump's speech at #CPAC reveals that his ""program"" is: ""American Angst"". 
It was like every Trump Rally . . .
He is full of destructiveness and hate, like his followers.

If this guy moves into the White House again, America will perish.

🧐 https://t.co/zJW09cwWHG",0
2701,2701,21,OrthopodReg,2022-08-07 18:00:48+00:00,65,18,1,1,,"I’ve said it before &amp; I’ll say it again

The Halsteadian training system (be resident, work all hours, hierarchy etc) WORKED FOR HIM BECAUSE HE WAS WHITE, SINGLE, AND FULL OF COKE AND HEROIN!

Stop. Celebrating. It.

#MedEd #surgery #medtwitter #orthotwitter https://t.co/UK3lej4dlv",2
2702,2702,22,ajzeigler,2022-08-05 20:42:06+00:00,237,57,15,2,,My social media is full of teachers sharing Amazon lists &amp; begging for money for white boards &amp; other items for their rooms. This is one reason people want to halt the flow of money to public schools: the money funds pensions of bloated administrations &amp; other nonsense.,2
2704,2704,24,TheAshenLuca,2022-08-07 21:36:54+00:00,122,6,43,2,,"At first I was annoyed by this comment but now I'm cackling like I can't believe there are folks who really thought a white girl with a valley accent was the host of a  podcast full of black men. 

And no one even questioned it?  😂😂😭 https://t.co/hDpWoFuwu2",2
2711,2711,31,kwilliam111,2022-08-07 07:51:21+00:00,66,28,5,0,,"My Twitter feed is full of “what about white grooming gangs” after I RTd this last night. I know in Rotherham it is often the people involved in covering up child rape that are trolling people. Some, I found out, were my former Labour Party colleagues who have much to hide",2
2714,2714,34,MaboeNdi,2022-08-07 13:28:12+00:00,177,4,3,0,,"@NkululekoXaba_ 2015 I accompanied mama to SARS, the taxi was full of white people. Blacks were only four including us😅",0
2718,2718,38,shadesofro,2022-08-05 23:17:31+00:00,65,6,6,1,,"Example of White people having the audacity: I was looking at the reviews for an excursion for Dubai, and one European guy complained that the place was full of South Asians, Middle Easterners, and Muslims. Mind you the UAE is a Muslim country.",0
2723,2723,43,icyndicey,2022-08-05 16:21:53+00:00,185,0,1,0,,"@itsbambibanks I’d say it’s actually quite the opposite for me at least, I find knowing how much more statistically likely white people (especially men) are to commit violence makes me severely on edge when I’m in a room full of them. And white women can be very unwelcoming sometimes",2
2733,2733,53,PritzkerForPrez,2022-08-05 17:00:40+00:00,132,10,7,2,,"JB is bringing back government payrolls full of white ethnic immigrants goons walking around with baseball bats in Bridgeport, menacing anyone who tries to show up to the polls and vote Republican",2
2738,2738,58,Canellelabelle,2022-08-07 13:03:06+00:00,92,2,9,0,,"@Nmeso4dworld Not only is that squad racist but they are full of illiterate envious women. First they call an optically white woman black, now this? who wants to marry someone like haznobrain, who looks like his last shower was 3 years ago? 🤭🤡🤡",0
2757,2757,77,Blackamazon,2022-08-04 22:37:31+00:00,83,16,2,0,,"So he announces three shows full of diversity, lauded for their kindness. Two of which had Black female show runners and producers if I recall 

And then hired a slate of white guys and giving his breakout queer pirate show pocket change and dental floss",0
2763,2763,0,thebackendslim,2022-08-06 14:44:17+00:00,13836,3786,26,634,,i know i like a nigga fr when i actually let him come pick me up &amp; actually go w him bc i will straight give a nigga the run around😭..,0
2764,2764,1,krispykuf,2022-08-07 15:56:08+00:00,11996,2365,44,559,,"As soon as a nigga say I’m funny, it’s only a matter of time before I laugh him up out his panties.",2
2765,2765,2,IamKiraJ,2022-08-07 19:18:30+00:00,1797,858,5,205,,Not liking me over a nigga is crazy. I don’t even be liking these niggaz that much for you to not like me cuz you like him 😩🤦🏾‍♀️😂,1
2766,2766,3,xo_dreamyy,2022-08-06 15:23:38+00:00,332,113,7,24,,you can lead a nigga to water but it’s up to him to wash his ass 😣,1
2768,2768,5,theyluv_sakura,2022-08-07 08:26:38+00:00,161,28,1,3,,“Sakura is for the streets” WHY because she ain’t want a nigga that don’t wash his ass or because she was loyal to the man she really loved OR was it how she was loyal to her friend that actually liked him and proceeded to set them up 🤔 https://t.co/s8cbHOWhgx,1
2770,2770,7,brady_street92,2022-08-07 17:16:46+00:00,785,21,10,1,,@Maximanimal @TheDonKih @Ollice85 @rahsh33m This nigga came in mad because a filter reminded him of a bad dream I’m done😂😂😭,1
2782,2782,19,TyanahAriel,2022-08-07 22:30:22+00:00,71,17,0,2,,I don’t believe in giving yo body to people that’s not worth the effort. At all. If a nigga say he fcked me ask him how hard he had to come for me before that happened!!!!’,2
2787,2787,24,Seankleann,2022-08-06 18:17:42+00:00,70,55,2,0,,"Doyin’s type plenty for Lagos..very beautiful, intelligent &amp; independent, but indecision is their weakness.

Adekunle obviously liked her from the beginning of #BBNaija &amp; mama zoned him, nigga isn’t a Simp or one of those guys that woos a Lady for 6 years. We move abeg 🚶",2
2790,2790,27,laurmanitrashh,2022-08-06 15:33:52+00:00,982,10,0,0,,"@JermarJS90 @LRNROSE That’s what she did. She informed her mother, she didn’t try to investigate nothin. Y’all really just be talkin. You sound like a nigga scared his future daughter will catch him cheating and snitch 😂",0
2863,2863,0,_kylemcbride,2022-08-02 15:42:34+00:00,36586,2650,116,111,,If this next season of Big Brother is full of wannabe influencers I will scream. I want to see Angela the warehouse operative who smokes 65 fags a day not someone who’s concerned about their social media presence 😭,0
2864,2864,1,randomstuffxzxz,2022-08-02 19:10:19+00:00,84,8,0,0,,Me when my friend is having a fag https://t.co/LXVfKe0R6h,0
2866,2866,3,cozzmo73,2022-08-02 12:01:41+00:00,344,7,5,0,,"@notcapnamerica Where do I start….I don’t know what part of NYC she’s from, but calling someone a “fag” is still an insult. She looks exactly like the type that gets tossed off of a ✈️ and then cries discrimination😑",0
2868,2868,5,The305MVP,2022-08-01 20:46:01+00:00,144,13,22,1,,"Weird how the world works. 
In the UK ""spaz"" is offensive. 
But, ""fag"" is a cigarette!!!",0
2871,2871,8,saoirsefashion,2022-08-05 22:53:22+00:00,220,27,3,1,,"what you have to understand is that a lot of people who hate on dsa actually hate fags and trannies and the fact that we're such a visible part of the organization, and they also tend to view queer and trans people of color as being white in some way https://t.co/aid6IP85ST",0
2881,2881,18,Chaela1982,2022-08-04 17:22:33+00:00,66,9,7,0,,"In my high school (late 90s) down the SCIENCE corridor was the staff smoking room! Weird to think of now. Knock to ask something &amp; a teacher would poke their head round holding their fag out of view. Funny.
Wonder why they banned it? 
Anyway, now every room is filled with COVID.",0
2909,2909,46,AdamJFarrer,2022-08-03 07:46:36+00:00,51,3,1,0,,"My late, brilliant, complex, endlessly exciting, wild-eyed fireball of a big brother, Robert (right) would have been 52 today. Instead I'm now older than he ever was. Tomorrow my book will be published and is dedicated to him. To be honest, I think he'd have preferred some fags. https://t.co/5qYp5jnWph",2
2912,2912,49,woahitsjuanito,2022-08-05 02:58:43+00:00,52,5,5,2,,bullet train maybe one of the most insufferable movies i’ve ever seen that sucks on every level but most impressively bad is channing tatum playing a character whose entire purpose is the homophobic as shit “haha isn’t it funny he’s a fag” bullshit that i thought we grew past,1
2921,2921,58,wendycairns2,2022-08-01 18:25:21+00:00,95,19,0,1,,"@JolyonMaugham What exactly is this for Government for anymore?  You might as well one have a man with a big bag of cash, exchanging it for dubious, unscrutinised promises, written on the back of a fag packet, with the Legal advisors now disallowed from advising whether it's lawful.",2
2940,2940,2,MIMI_ZIMA,2022-08-01 21:54:47+00:00,173,2,7,0,,EVERY drag queen is non-binary!!! It doesn’t set you apart or make you special!!! That’s what a drag queen is!!! A crossdressing non binary faggot!!!! DUH!!!!!!!,0
2976,2976,38,poisonjr,2022-08-07 16:17:09+00:00,318,33,2,1,,"[looking directly at you] Nice to meet He... sorry I mean nice to meet [Deadname]... aaaah sorry sorry I mean... faggot... I mean... uh... [you hold up a flashcard again] ...yyyyyou. Nice to meet... you, the person I'm speaking to. Sorry I'm still learning!! This is so confusing",0
2986,2986,48,ChrisO_wiki,2022-08-06 07:27:02+00:00,520,33,1,1,,"24/ One soldier in a severely depleted unit said: ""They have data hanging on the wall in the headquarters – that our brigade’s staffing is 87%. Can you believe what these faggots are doing? We won’t even have fucking 10% here! Fuck this shit!""",0
2989,2989,51,bentsolutionsau,2022-08-01 11:20:34+00:00,55,1,0,0,,"@timdunlop The entitlement is so deeply ingrained, they really don't realise how bad they sound when speaking about it. It's like that casually homophobic relative who is genuinely surprised when taken to task for calling someone a 'fággot'.",2
2991,2991,0,ImAntoMMA,2022-08-07 01:22:46+00:00,2067,147,15,11,,Battle is a fuckin beast https://t.co/wbEH0GOvJP,1
2992,2992,1,scalzi,2022-08-07 21:28:33+00:00,3101,150,176,28,,"I've worked from home for a quarter century now, and I gotta tell you, my life is pretty fuckin' GRAND https://t.co/q0ynR1koUR",2
2993,2993,2,thusmdnight,2022-08-07 15:07:17+00:00,221,36,0,2,,this is the cutest fuckin video in existence im throwing a tantrum. look at him. https://t.co/tvuMrV32HN,1
2994,2994,3,alibob499,2022-08-07 11:59:46+00:00,84,18,10,2,,"This is Anna Firth, a Tory mp who thinks it is acceptable to wave a flag and hold a photograph of the Queen at a dying youngsters bedside. Its fuckin despicable, grotesque and absolutely fucking appalling,this is what you get for voting fuckin Conservative. RIP Archie Battersbee. https://t.co/pidWcIamoh",0
2999,2999,8,EasyEatsBodega,2022-08-07 03:36:36+00:00,169,7,35,0,,"This twitter is exactly 1 year old today.
What a fuckin insane year its been...",1
3001,3001,10,rossykate,2022-08-07 08:17:12+00:00,209,2,12,0,,currently on 0 sleep just played my 3rd show in 24 hours and im surviving off cliff bars and all i have to say is what a fuckin life,2
3005,3005,14,EmoScottPilgrim,2022-08-07 02:30:35+00:00,83,2,5,0,,When you don’t know that John Constantine is a total fuckin’ bastard,1
3013,3013,22,daduavion,2022-08-07 07:45:28+00:00,299,1,4,0,,"@AguaGuava @okau_s @DenahriF @Ewok no. they needa have a fuckin solid plan, taking a gamble of streaming with no viewers is absurd. but if they prove me wrong good for them.",1
3019,3019,28,RedclawDraws,2022-08-07 22:58:15+00:00,149,11,12,0,,Have I mentioned Mousey is a fuckin inspiration to me? My god that voice leaves me shook every time I hear it,2
3022,3022,31,terrancesavery,2022-08-07 18:47:47+00:00,233,33,12,1,,"Working from home is fuckin sweet. 

Do people actually think weirdos like Gladwell go sit in a cube at the office? No. They’re writing these bullshit OpEds from the sun porch of their 4th summer home.",2
3024,3024,33,Ldogls,2022-08-07 02:31:38+00:00,128,57,3,1,,"@B52Malmet Ppl better fuckin understand b4 it's too late, REPUBS have fully embraced authoritarianism;! Trumpism Alt right White Nationalist is just another word for Nazism, GQP don't give a flying fuck about regular working American's Women children senior citizens or Veterans . https://t.co/qLIb6g0kA9",0
